student_id,study_hours,attendance_percentage,class_participation,sleep_hours,previous_grade,internet_access,extra_activities,parent_education,stress_level,grade
2727,20,70,0,10.0,B,Yes,Yes,PostGraduate,5,C
2728,15,54,7,6.0,D,Yes,Yes,Graduate,4,D
2729,2,100,5,6.5,A,No,No,PostGraduate,5,C
2730,24,76,5,10.0,C,Yes,Yes,HighSchool,5,A
2731,11,64,10,6.6,C,Yes,Yes,Graduate,1,D
2732,22,100,5,4.6,B,Yes,Yes,HighSchool,3,C
2733,7,83,3,4.2,D,No,No,Graduate,2,D
2734,9,76,1,8.7,D,No,Yes,PostGraduate,1,B
2735,21,86,8,6.9,D,No,Yes,PostGraduate,5,C
2736,10,52,0,9.2,C,No,Yes,Graduate,1,C
2737,19,79,1,6.4,A,No,Yes,PostGraduate,2,B
2738,19,58,9,7.3,A,No,Yes,Graduate,6,C
2739,16,100,3,7.3,C,No,No,Graduate,5,C
2740,0,63,3,7.5,C,No,No,HighSchool,9,C
2741,27,100,0,5.7,B,Yes,Yes,HighSchool,7,C
2742,21,90,1,7.3,C,No,No,Graduate,1,C
2743,37,94,1,5.2,D,Yes,Yes,HighSchool,7,C
2744,16,98,5,7.6,C,Yes,Yes,PostGraduate,5,C
2745,2,71,6,6.7,D,Yes,Yes,PostGraduate,1,B
2746,0,78,6,7.6,C,Yes,No,Graduate,6,B
2747,27,75,0,6.9,A,Yes,No,HighSchool,7,C
2748,14,67,3,6.4,C,No,No,Graduate,4,D
2749,5,75,0,3.8,C,Yes,No,HighSchool,10,C
2750,17,86,2,9.5,A,Yes,No,HighSchool,3,D
2751,25,67,0,7.6,B,No,Yes,PostGraduate,5,B
2752,21,62,2,3.9,A,No,Yes,Graduate,1,B
2753,20,80,4,7.9,B,Yes,Yes,Graduate,1,D
2754,17,100,6,8.1,A,Yes,No,PostGraduate,5,B
2755,6,77,6,10.0,C,Yes,No,Graduate,1,B
2756,3,81,7,4.3,A,No,Yes,HighSchool,3,C
2757,11,58,6,5.4,B,No,No,PostGraduate,4,B
2758,9,100,4,5.9,D,No,Yes,HighSchool,9,C
2759,18,84,3,4.5,D,Yes,Yes,PostGraduate,7,C
2760,9,65,4,6.6,A,No,Yes,Graduate,7,C
2761,20,87,9,10.0,A,No,Yes,HighSchool,3,D
2762,10,60,6,9.4,C,No,Yes,PostGraduate,4,C
2763,14,97,7,6.4,A,No,Yes,PostGraduate,4,D
2764,8,71,5,7.5,D,Yes,No,PostGraduate,4,D
2765,10,82,7,6.2,C,Yes,Yes,HighSchool,4,D
2766,20,77,2,9.0,C,Yes,Yes,Graduate,10,D
2767,13,85,8,6.3,B,Yes,No,PostGraduate,7,B
2768,13,70,8,7.1,B,Yes,Yes,PostGraduate,6,C
2769,15,63,4,6.0,A,Yes,No,Graduate,1,D
2770,5,80,10,7.8,B,No,No,PostGraduate,3,D
2771,8,61,7,6.6,C,No,Yes,HighSchool,5,D
2772,25,93,5,4.1,C,Yes,Yes,HighSchool,2,C
2773,25,68,5,4.1,D,No,No,HighSchool,6,D
2774,7,100,6,3.0,D,No,Yes,Graduate,6,D
2775,7,77,8,7.2,C,No,Yes,PostGraduate,1,B
2776,18,92,6,3.2,C,No,No,HighSchool,4,C
2777,0,84,2,6.8,A,Yes,No,PostGraduate,7,D
2778,20,85,9,10.0,B,Yes,No,PostGraduate,7,A
2779,18,87,6,6.5,B,No,No,HighSchool,8,D
2780,8,100,2,9.2,A,No,No,Graduate,5,C
2781,0,60,5,6.0,A,Yes,No,PostGraduate,1,B
2782,34,72,10,7.5,D,Yes,No,HighSchool,7,D
2783,0,78,3,8.6,C,Yes,No,HighSchool,1,C
2784,24,82,8,8.0,C,No,Yes,Graduate,3,D
2785,2,90,3,8.1,D,Yes,Yes,HighSchool,9,D
2786,19,78,2,7.4,D,No,No,HighSchool,4,C
2787,14,100,6,8.7,B,Yes,No,Graduate,5,B
2788,1,66,3,6.9,A,Yes,No,Graduate,4,D
2789,8,85,3,4.1,A,Yes,No,HighSchool,8,D
2790,3,77,10,4.6,D,Yes,Yes,PostGraduate,7,C
2791,17,87,6,7.2,A,Yes,No,PostGraduate,9,B
2792,20,58,10,6.6,D,Yes,No,HighSchool,5,B
2793,10,80,2,5.7,C,No,No,PostGraduate,5,A
2794,13,84,1,6.3,B,Yes,No,Graduate,10,C
2795,20,100,1,4.5,D,Yes,No,PostGraduate,3,D
2796,20,73,5,4.9,A,No,No,HighSchool,3,D
2797,9,88,5,6.6,A,No,Yes,HighSchool,2,C
2798,2,75,1,10.0,D,Yes,No,Graduate,5,B
2799,10,92,8,6.2,C,No,No,Graduate,8,D
2800,16,77,1,5.5,D,Yes,No,HighSchool,5,A
2801,23,76,4,7.2,A,Yes,Yes,PostGraduate,5,C
2802,23,100,3,7.6,C,No,No,Graduate,2,C
2803,14,100,0,8.8,D,No,Yes,PostGraduate,2,B
2804,27,89,5,10.0,B,No,No,PostGraduate,2,C
2805,0,92,8,6.9,B,Yes,No,HighSchool,7,C
2806,18,75,3,9.0,A,Yes,Yes,PostGraduate,3,B
2807,25,89,4,9.7,C,Yes,No,HighSchool,7,C
2808,17,61,7,8.7,B,No,No,HighSchool,5,C
2809,17,62,3,9.3,D,No,Yes,PostGraduate,1,D
2810,0,63,2,4.2,C,Yes,Yes,HighSchool,8,C
2811,2,82,7,4.0,D,No,Yes,HighSchool,10,B
2812,16,58,8,9.2,B,Yes,No,Graduate,1,B
2813,16,75,2,3.0,C,Yes,No,HighSchool,5,B
2814,17,100,4,7.6,B,Yes,Yes,HighSchool,3,B
2815,7,100,7,10.0,C,No,Yes,PostGraduate,8,B
2816,3,67,5,5.9,C,Yes,Yes,Graduate,6,B
2817,35,62,4,9.0,A,Yes,Yes,Graduate,1,C
2818,33,90,7,5.0,A,No,No,PostGraduate,8,A
2819,25,76,5,7.2,D,No,No,HighSchool,4,C
2820,25,76,2,4.9,B,No,No,HighSchool,1,A
2821,29,71,8,3.3,B,No,Yes,HighSchool,10,D
2822,17,100,6,7.2,B,No,No,HighSchool,9,D
2823,17,96,5,8.0,B,No,No,Graduate,3,B
2824,0,53,5,4.6,B,Yes,No,Graduate,6,C
2825,20,100,6,6.2,A,Yes,No,PostGraduate,3,C
2826,1,82,5,10.0,D,No,Yes,PostGraduate,5,D
2827,8,77,10,5.8,C,Yes,No,HighSchool,3,C
2828,16,89,2,7.6,B,Yes,No,HighSchool,5,B
2829,17,86,8,4.9,D,No,No,Graduate,2,D
2830,17,80,0,5.5,B,No,No,PostGraduate,1,D
2831,7,79,4,4.9,C,Yes,No,HighSchool,1,D
2832,3,86,0,7.4,A,Yes,No,HighSchool,5,B
2833,12,66,7,9.5,D,No,No,PostGraduate,8,A
2834,5,64,10,10.0,A,Yes,No,Graduate,1,B
2835,25,82,5,4.3,B,No,No,HighSchool,2,D
2836,2,50,0,9.5,C,Yes,Yes,HighSchool,1,C
2837,16,71,3,5.6,A,No,Yes,HighSchool,8,D
2838,11,79,5,4.4,D,No,Yes,Graduate,1,C
2839,4,95,4,6.9,C,No,Yes,HighSchool,5,C
2840,17,78,4,10.0,B,No,Yes,PostGraduate,3,B
2841,29,72,1,10.0,D,No,No,HighSchool,5,D
2842,24,92,8,8.7,B,Yes,No,HighSchool,2,B
2843,24,73,5,7.1,A,No,Yes,HighSchool,5,D
2844,8,92,6,6.4,C,No,No,Graduate,10,C
2845,20,93,3,7.5,B,Yes,No,Graduate,5,A
2846,14,90,3,10.0,D,No,Yes,Graduate,8,D
2847,20,100,6,3.0,B,Yes,No,PostGraduate,4,B
2848,12,92,5,6.0,C,Yes,Yes,PostGraduate,2,D
2849,17,70,7,4.2,B,Yes,Yes,HighSchool,10,B
2850,13,73,3,5.2,D,Yes,No,HighSchool,2,C
2851,14,67,4,3.2,D,No,Yes,HighSchool,3,D
2852,23,66,10,10.0,D,No,No,Graduate,6,A
2853,26,83,6,6.0,C,No,No,HighSchool,2,B
2854,10,54,0,5.8,A,No,Yes,HighSchool,2,C
2855,12,100,2,5.9,A,No,No,PostGraduate,5,C
2856,8,59,5,10.0,A,Yes,No,Graduate,4,C
2857,22,63,6,7.0,B,No,No,Graduate,10,D
2858,24,87,5,6.3,C,No,No,Graduate,4,D
2859,17,97,6,9.3,C,No,Yes,PostGraduate,2,B
2860,0,86,5,5.8,D,Yes,Yes,HighSchool,4,C
2861,29,76,2,5.8,C,Yes,Yes,PostGraduate,5,D
2862,17,98,2,4.1,A,Yes,Yes,PostGraduate,7,A
2863,35,71,3,10.0,B,No,Yes,HighSchool,2,C
2864,0,74,1,7.0,D,No,Yes,Graduate,4,D
2865,22,61,0,6.2,B,No,Yes,HighSchool,2,B
2866,10,92,5,5.0,A,Yes,No,PostGraduate,6,C
2867,20,90,3,9.0,C,No,No,HighSchool,2,C
2868,13,90,1,3.5,D,Yes,Yes,Graduate,4,D
2869,29,95,10,10.0,C,No,Yes,PostGraduate,6,D
2870,11,100,9,9.2,C,No,Yes,Graduate,3,B
2871,3,73,0,8.2,A,No,No,Graduate,5,D
2872,23,100,8,6.4,C,Yes,No,Graduate,5,B
2873,19,98,4,6.0,D,No,Yes,PostGraduate,1,C
2874,9,86,3,7.8,B,No,No,HighSchool,10,D
2875,2,98,5,5.9,B,Yes,No,Graduate,3,D
2876,4,96,2,8.3,B,No,No,Graduate,4,D
2877,4,79,4,7.2,A,No,Yes,HighSchool,1,C
2878,19,54,10,6.0,C,No,Yes,PostGraduate,1,D
2879,2,84,6,4.9,B,No,Yes,PostGraduate,6,D
2880,13,75,4,3.5,B,No,Yes,PostGraduate,4,B
2881,9,64,0,5.8,C,Yes,No,PostGraduate,7,D
2882,4,75,8,9.7,B,Yes,Yes,Graduate,1,B
2883,15,100,1,6.2,C,Yes,No,HighSchool,1,C
2884,6,57,5,6.7,C,No,Yes,HighSchool,2,C
2885,3,58,9,7.6,A,No,No,HighSchool,6,C
2886,22,65,6,6.4,C,Yes,Yes,HighSchool,8,C
2887,27,69,4,6.2,A,Yes,Yes,HighSchool,5,A
2888,28,57,4,6.5,A,Yes,No,PostGraduate,5,C
2889,14,66,10,4.8,B,No,No,Graduate,3,A
2890,12,64,4,5.4,C,No,Yes,PostGraduate,5,D
2891,10,67,10,10.0,A,No,Yes,Graduate,10,C
2892,3,100,6,7.3,D,No,No,Graduate,7,D
2893,12,100,5,8.8,C,No,Yes,Graduate,8,D
2894,12,81,4,6.9,A,No,No,Graduate,5,C
2895,4,70,3,8.4,D,Yes,Yes,PostGraduate,6,B
2896,3,90,1,5.6,C,No,Yes,PostGraduate,6,B
2897,12,81,5,6.2,C,No,Yes,HighSchool,4,D
2898,1,94,4,9.7,C,No,No,Graduate,5,C
2899,9,66,3,7.7,C,No,No,Graduate,7,C
2900,12,64,6,6.4,C,Yes,Yes,HighSchool,8,D
2901,13,97,0,7.6,B,Yes,Yes,Graduate,3,C
2902,18,96,0,7.1,A,Yes,Yes,PostGraduate,2,D
2903,9,71,4,5.8,C,Yes,No,PostGraduate,2,D
2904,23,83,8,8.1,C,No,No,Graduate,1,C
2905,20,65,1,8.3,A,Yes,No,HighSchool,2,D
2906,14,100,4,7.7,B,No,Yes,HighSchool,1,A
2907,26,62,3,7.1,D,No,No,HighSchool,6,B
2908,30,61,7,6.3,B,No,Yes,Graduate,1,A
2909,12,100,4,3.0,A,No,Yes,Graduate,4,B
2910,12,83,5,10.0,A,Yes,Yes,PostGraduate,9,C
2911,3,60,0,3.0,A,No,Yes,PostGraduate,1,A
2912,18,65,4,6.7,B,Yes,No,HighSchool,9,C
2913,3,76,1,5.6,A,Yes,No,HighSchool,6,C
2914,11,94,0,7.8,B,Yes,Yes,Graduate,3,D
2915,19,87,7,6.6,C,No,No,HighSchool,3,A
2916,8,75,9,8.9,B,Yes,Yes,Graduate,4,B
2917,1,80,1,4.2,C,No,No,Graduate,4,C
2918,29,79,5,9.1,C,No,Yes,PostGraduate,8,C
2919,16,74,0,8.7,C,No,Yes,Graduate,5,C
2920,10,78,4,4.1,C,No,Yes,PostGraduate,8,D
2921,20,50,7,7.8,A,Yes,No,PostGraduate,7,B
2922,15,85,6,9.5,C,No,Yes,Graduate,8,D
2923,24,94,3,5.4,A,No,Yes,HighSchool,10,A
2924,22,53,0,7.1,D,Yes,No,PostGraduate,8,C
2925,16,90,0,6.4,D,Yes,Yes,HighSchool,3,D
2926,32,83,10,4.9,D,No,Yes,HighSchool,1,B
2927,0,90,8,10.0,D,No,Yes,HighSchool,10,C
2928,0,79,10,6.8,B,Yes,Yes,HighSchool,6,A
2929,18,76,1,8.6,A,No,Yes,HighSchool,4,B
2930,18,70,5,4.6,A,No,No,Graduate,3,C
2931,34,79,1,6.3,C,No,No,Graduate,4,B
2932,32,87,0,5.4,C,No,Yes,HighSchool,2,D
2933,19,84,6,10.0,C,Yes,No,Graduate,8,D
2934,17,90,7,8.3,B,No,No,Graduate,10,A
2935,21,100,8,5.0,A,No,No,PostGraduate,6,D
2936,24,70,4,5.5,C,No,No,PostGraduate,5,A
2937,12,88,6,4.3,D,Yes,No,PostGraduate,4,D
2938,6,91,7,6.8,A,Yes,Yes,HighSchool,10,B
2939,0,58,1,7.1,A,Yes,No,HighSchool,3,D
2940,24,73,9,5.4,C,Yes,No,Graduate,3,D
2941,20,100,4,7.7,A,No,No,PostGraduate,1,A
2942,12,80,3,8.7,A,Yes,Yes,Graduate,3,A
2943,13,58,10,4.2,B,No,Yes,Graduate,4,D
2944,22,82,8,7.1,B,Yes,No,PostGraduate,5,C
2945,24,76,10,6.2,D,Yes,Yes,Graduate,5,A
2946,36,74,5,3.9,C,No,Yes,PostGraduate,6,C
2947,0,100,5,6.8,B,No,Yes,HighSchool,5,D
2948,4,100,3,7.6,D,Yes,Yes,HighSchool,7,D
2949,10,89,5,6.4,B,Yes,Yes,PostGraduate,1,D
2950,7,65,5,10.0,A,No,No,HighSchool,9,C
2951,15,67,5,7.8,D,No,No,Graduate,1,D
2952,13,71,0,7.4,A,No,No,Graduate,4,C
2953,22,72,0,4.9,A,Yes,No,HighSchool,3,B
2954,27,67,0,7.4,C,No,No,Graduate,4,B
2955,15,74,8,3.0,C,Yes,No,Graduate,8,A
2956,22,89,7,6.8,C,Yes,No,Graduate,4,B
2957,24,60,5,6.4,C,No,Yes,Graduate,5,C
2958,17,69,2,9.4,D,Yes,No,HighSchool,1,C
2959,22,100,4,8.1,A,No,No,PostGraduate,1,C
2960,2,83,7,4.7,A,Yes,Yes,HighSchool,1,A
2961,16,83,2,8.4,A,Yes,No,HighSchool,2,D
2962,21,88,4,4.4,B,No,No,HighSchool,4,B
2963,20,100,5,8.7,A,No,No,Graduate,2,A
2964,25,79,3,10.0,A,Yes,No,HighSchool,7,B
2965,0,70,3,8.1,C,No,No,PostGraduate,3,D
2966,13,54,7,9.9,D,No,Yes,PostGraduate,6,C
2967,17,73,3,4.5,A,Yes,No,HighSchool,3,B
2968,8,87,6,6.9,C,No,Yes,Graduate,8,C
2969,19,86,5,6.2,D,Yes,No,Graduate,5,C
2970,7,90,6,10.0,C,Yes,Yes,PostGraduate,7,D
2971,18,70,3,3.1,B,Yes,No,Graduate,4,C
2972,24,63,8,8.4,A,Yes,Yes,Graduate,6,D
2973,8,100,2,9.3,C,No,No,PostGraduate,10,D
2974,17,76,0,6.9,D,No,Yes,PostGraduate,8,B
2975,18,81,3,4.4,B,Yes,No,HighSchool,3,C
2976,26,61,4,9.8,C,No,No,Graduate,7,C
2977,24,79,1,8.6,B,Yes,Yes,HighSchool,2,C
2978,20,96,4,5.3,A,Yes,Yes,HighSchool,6,D
2979,13,72,1,6.3,A,Yes,No,Graduate,1,D
2980,15,99,0,10.0,A,Yes,No,HighSchool,3,C
2981,10,66,0,5.9,B,Yes,Yes,Graduate,5,D
2982,14,71,0,8.0,D,Yes,No,HighSchool,7,D
2983,24,65,9,7.1,A,No,Yes,Graduate,2,C
2984,24,90,10,4.0,A,Yes,Yes,Graduate,1,C
2985,19,72,4,10.0,C,No,Yes,PostGraduate,4,B
2986,26,67,5,10.0,A,No,No,Graduate,5,D
2987,0,88,0,3.0,C,No,No,HighSchool,5,B
2988,8,68,6,8.2,B,No,Yes,Graduate,3,A
2989,33,88,3,7.5,D,Yes,No,PostGraduate,1,D
2990,9,79,2,9.5,D,Yes,No,HighSchool,3,D
2991,26,79,0,6.6,A,Yes,No,Graduate,5,A
2992,5,84,6,6.8,D,Yes,No,Graduate,6,D
2993,29,75,6,9.9,B,Yes,Yes,Graduate,5,D
2994,4,100,3,7.5,B,No,Yes,HighSchool,5,B
2995,26,75,1,7.6,B,No,No,Graduate,1,A
2996,9,74,5,5.6,C,Yes,Yes,HighSchool,3,C
2997,9,55,4,9.6,D,Yes,Yes,HighSchool,2,C
2998,7,71,5,6.4,C,Yes,No,HighSchool,2,B
2999,28,67,9,7.3,B,No,Yes,HighSchool,2,C
3000,5,80,6,9.8,A,Yes,No,Graduate,9,B
